iter	RMSE
142	82.52559189
143	82.41693011
144	82.19234093
145	82.12863089
146	82.02131163
147	81.76611628
148	81.67107714
149	81.4720432
150	81.40254173
151	81.29180831
152	81.20901193
153	81.06810846
154	80.94935373
155	80.88754009
156	80.81553529
157	80.73724775
158	80.64141687
159	80.57715941
160	80.49628214
161	80.42362885
162	80.28909694
163	80.14200712
164	80.05171621
165	79.95504071
166	79.89269274
167	79.84708987
168	79.7782599
169	79.69946393
170	79.61288921
171	79.52792801
172	79.46115977
173	79.39826911
174	79.36663308
175	79.30249664
176	79.23249032
177	79.16331184
178	79.0872073
179	79.01033259
180	78.95997077
181	78.71213772
182	78.63473837
183	78.51174615
184	78.46551976
185	78.3113737
186	78.25267621
187	78.03173921
188	77.9806482
189	77.89877797
190	77.82933837
191	77.79186889
192	77.71179104
193	77.67210833
194	77.44578451
195	77.35160895
196	77.29334842
197	77.22612204
198	77.17084831
199	77.09672783
200	77.03863854
201	76.98024797
202	76.93080629
203	76.88851046
204	76.82604333
205	76.77477826
206	76.70794812
207	76.65986318
208	76.55302536
209	76.49713624
210	76.43578161
211	76.35638525
212	76.19805114
213	76.12618073
214	75.98152087
215	75.94188477
216	75.7782567
217	75.73903502
218	75.69112507
219	75.56394237
220	75.44739245
221	75.32848212
222	75.28888403
223	75.16301252
224	75.11085668
225	75.0287441
226	74.99261696
227	74.93336565
228	74.87867776
229	74.79377806
230	74.76343064
231	74.70468773
232	74.61911777
233	74.48255651
234	74.4508472
235	74.42311859
236	74.30835906
237	74.26971561
238	74.21400586
239	74.10545689
240	74.05439411
241	73.98478486
242	73.92222755
243	73.89842557
244	73.77442073
245	73.71353197
246	73.68560477
247	73.6176506
248	73.58243867
249	73.54315839
250	73.50260686
251	73.4587186
252	73.39528053
253	73.2922563
254	73.25078868
255	73.17740663
256	73.14953119
257	73.0467689
258	72.98659546
259	72.88877287
260	72.83605519
261	72.76732898
262	72.71322594
263	72.62481484
264	72.5457219
265	72.51495826
266	72.45109192
267	72.38858431
268	72.27867761
269	72.20341959
270	72.03919317
271	71.91049053
272	71.85867271
273	71.78658354
274	71.74660113
275	71.73010809
276	71.67719962
277	71.61004645
278	71.57323076
279	71.52429838
280	71.46815379
281	71.43121258
282	71.36654811
283	71.34933211
284	71.31556499
285	71.30214012
286	71.18773564
287	71.10569512
288	71.07105734
289	71.01744363
290	70.93107733
291	70.87184169
292	70.85172233
293	70.8150372
294	70.78913348
295	70.77079382
296	70.71341426
297	70.64609958
298	70.54317108
299	70.4959279
300	70.31476423
301	70.22601253
302	70.15680076
303	69.99747985
304	69.98312209
305	69.91196448
306	69.84527479
307	69.81137347
308	69.73566032
309	69.69616128
310	69.64373028
311	69.62008738
312	69.60301134
313	69.57279808
314	69.54495645
315	69.5114639
316	69.50012463
317	69.47197494
318	69.45059883
319	69.39878853
320	69.34784741
321	69.28399233
322	69.23906008
323	69.19507782
324	69.15420508
325	69.09234606
326	69.05869283
327	68.98920683
328	68.9405123
329	68.90123888
330	68.88899718
331	68.85424533
332	68.80245728
333	68.75689443
334	68.73231134
335	68.68926013
336	68.6520293
337	68.59338867
338	68.56031226
339	68.52551949
340	68.50213911
341	68.49223961
342	68.47416277
343	68.43974049
344	68.42178067
345	68.26814012
346	68.22206965
347	68.17703691
348	68.13552819
349	68.11113904
350	68.09250647
351	68.07003867
352	68.03176202
353	68.00367714
354	67.95803146
355	67.93468224
356	67.88187171
357	67.81750923
358	67.77788504
359	67.71360649
360	67.70842649
361	67.63393912
362	67.59090204
363	67.52924432
364	67.50249071
365	67.47100511
366	67.41121822
367	67.37234771
368	67.33766285
369	67.30058169
370	67.24818692
371	67.23368647
372	67.22891292
373	67.17769452
374	67.15052204
375	67.1049087
376	67.04536088
377	66.99042539
378	66.971351
379	66.93099368
380	66.90023778
381	66.86514831
382	66.82834601
383	66.7935569
384	66.75083158
385	66.70357926
386	66.67375373
387	66.64874204
388	66.61855603
389	66.57365583
390	66.56922349
391	66.46356437
392	66.35872162
393	66.32590217
394	66.31305472
395	66.2611862
396	66.23964551
397	66.20709003
398	66.18795868
399	66.13687788
400	66.05522858
401	66.03623385
402	66.00917688
403	65.96095445
404	65.94315611
405	65.90017937
406	65.86106764
407	65.84374059
408	65.82529923
409	65.8177672
410	65.71795851
411	65.69499276
412	65.63605324
413	65.60094063
414	65.58720433
415	65.52509412
416	65.51819047
417	65.46689391
418	65.42802894
419	65.37993195
420	65.34068748
421	65.31931343
422	65.27432206
423	65.27348737
424	65.21862256
425	65.18803487
426	65.14162933
427	65.13507735
428	65.12000316
429	65.07438216
430	65.03425244
431	64.97192298
432	64.95539364
433	64.93094741
434	64.92008884
435	64.87378151
436	64.82933577
437	64.79688453
438	64.76874103
439	64.67990305
440	64.62948369
441	64.59537661
442	64.5597099
443	64.54086437
444	64.48985182
445	64.46459094
446	64.41993739
447	64.39376637
448	64.35266447
449	64.31036865
450	64.28313267
451	64.24597097
452	64.20530043
453	64.1737582
454	64.14253967
455	64.07508603
456	64.03312312
457	63.99889035
458	63.96166861
459	63.92362663
460	63.89118493
461	63.88195903
462	63.84992445
463	63.81621215
464	63.7791541
465	63.74452391
466	63.71120298
467	63.68540905
468	63.661934
469	63.59721917
470	63.59127163
471	63.56341693
472	63.54905636
473	63.51497441
474	63.49144209
475	63.46694717
476	63.44263929
477	63.44202862
478	63.40164381
479	63.31101809
480	63.27530432
481	63.24043894
482	63.20699758
483	63.14495347
484	63.11026566
485	63.0690199
486	63.0364303
487	63.01016451
488	62.97816996
489	62.95979508
490	62.88743369
491	62.86901326
492	62.85138256
493	62.74037836
494	62.71296462
495	62.67035279
496	62.65198724
497	62.61627398
498	62.58033906
499	62.56574638
500	62.54451693
501	62.43677383
502	62.40521203
503	62.37699375
504	62.33581654
505	62.32863531
506	62.19299279
507	62.15796655
508	62.13176485
509	62.11218672
510	62.06097194
511	62.03714225
512	62.0027415
513	61.98091266
514	61.94551673
515	61.87340449
516	61.84402931
517	61.82336889
518	61.79560565
519	61.76764621
520	61.7473252
521	61.72093374
522	61.703094
523	61.66210611
524	61.63525593
525	61.56291812
526	61.47703877
527	61.45831927
528	61.43074697
529	61.38148422
530	61.32682225
531	61.29341909
532	61.25835158
533	61.23522183
534	61.18267997
535	61.14403278
536	61.09197619
537	61.07147219
538	61.05402529
539	61.04126077
540	60.9940525
541	60.97146824
542	60.92809141
543	60.8915836
544	60.86011426
545	60.83948617
546	60.81371714
547	60.77833343
548	60.74900315
549	60.7253325
550	60.67731682
551	60.65442679
552	60.62647086
553	60.60572156
554	60.57992196
555	60.57026862
556	60.54381279
557	60.51841653
558	60.49086195
559	60.47091099
560	60.45449758
561	60.44226719
562	60.42373267
563	60.42269229
564	60.39370224
565	60.32359696
566	60.30270275
567	60.27363353
568	60.22678953
569	60.21353731
570	60.16325139
571	60.12647962
572	60.10333885
573	60.03750264
574	60.01339366
575	59.98441016
576	59.95620633
577	59.93704551
578	59.91041747
579	59.88976199
580	59.86561799
581	59.84146506
582	59.81850047
583	59.79516093
584	59.78048448
585	59.76068339
586	59.72890071
587	59.67944505
588	59.66619294
589	59.63659206
590	59.61174494
591	59.59463769
592	59.59223382
593	59.56249176
594	59.52575714
595	59.50269735
596	59.502074
597	59.47444011
598	59.43022281
599	59.40691499
600	59.38511764
601	59.26284289
602	59.22821105
603	59.20266604
604	59.17240409
605	59.13153626
606	59.1103324
607	59.07590974
608	59.05309408
609	59.02934731
610	58.98136825
611	58.95991845
612	58.95592272
613	58.90775042
614	58.89778657
615	58.86209486
616	58.85342239
617	58.82194345
618	58.79661392
619	58.78049318
620	58.64744157
621	58.64551064
622	58.63173543
623	58.60814525
624	58.58088875
625	58.54144197
626	58.52589899
627	58.513442
628	58.49129129
629	58.45215991
630	58.42675763
631	58.40779378
632	58.38429058
633	58.3632469
634	58.34078083
635	58.31789528
636	58.29208617
637	58.2757144
638	58.25885179
639	58.15916663
640	58.13783201
641	58.12147631
642	58.10639099
643	58.09260386
644	58.05188053
645	58.01289323
646	57.94410733
647	57.91191854
648	57.88574204
649	57.86392056
650	57.82910225
651	57.81221801
652	57.79274743
653	57.76066311
654	57.72295502
655	57.70170822
656	57.66238071
657	57.63340554
658	57.6327567
659	57.62865411
660	57.60422808
661	57.57165296
662	57.55242258
663	57.51265306
664	57.48942797
665	57.47021796
666	57.43852909
667	57.41691743
668	57.40167141
669	57.36468926
670	57.34389081
671	57.33033865
672	57.29795278
673	57.27990408
674	57.25224643
675	57.23049839
676	57.21343906
677	57.20009818
678	57.18215933
679	57.15947138
680	57.15527419
681	57.13001977
682	57.06595529
683	57.06200484
684	57.03642295
685	57.01787681
686	56.98349676
687	56.94444364
688	56.91442585
689	56.89834724
690	56.87458013
691	56.85871497
692	56.83901427
693	56.81438402
694	56.76382819
695	56.66224454
696	56.62786426
697	56.61550731
698	56.58605107
699	56.57386265
700	56.54688063
701	56.52631133
702	56.50456445
703	56.48701782
704	56.46402108
705	56.46037282
706	56.4440969
707	56.41426518
708	56.38874846
709	56.36585359
710	56.34679686
711	56.32295249
712	56.27887975
713	56.25538912
714	56.23476239
715	56.20944739
716	56.1980644
717	56.17991276
718	56.16759108
719	56.14213365
720	56.1269472
721	56.10825631
722	56.08197284
723	56.06253328
724	56.04099628
725	56.00643965
726	55.991469
727	55.9689727
728	55.95501954
729	55.92890364
730	55.91192425
731	55.88999061
732	55.86752754
733	55.84681582
734	55.83023736
735	55.80217256
736	55.77127457
737	55.73257753
738	55.71675626
739	55.69530528
740	55.67179476
741	55.64040719
742	55.61428758
743	55.60349507
744	55.56830304
745	55.55146343
746	55.51932016
747	55.49827328
748	55.48060638
749	55.46640672
750	55.44232385
751	55.40710668
752	55.3890188
753	55.29610232
754	55.27495328
755	55.26354377
756	55.2425078
757	55.21968219
758	55.21672392
759	55.18976644
760	55.10105165
761	55.09642894
762	55.04381891
763	55.00910566
764	54.99030608
765	54.96252312
766	54.88724918
767	54.8815559
768	54.86989086
769	54.82560756
770	54.79647142
771	54.77463261
772	54.72594592
773	54.7113956
774	54.69426501
775	54.67315691
776	54.65216829
777	54.62682945
778	54.6214958
779	54.60147227
780	54.59873362
781	54.58138281
782	54.57674536
783	54.56523356
784	54.54369619
785	54.53818459
786	54.52847755
787	54.50109796
788	54.48757794
789	54.45955039
790	54.44616229
791	54.42968804
792	54.42543824
793	54.41261836
794	54.38056194
795	54.36410712
796	54.28137349
797	54.26327278
798	54.23839701
799	54.22448638
800	54.21103052
801	54.17883562
802	54.15707909
803	54.14128774
804	54.13287322
805	54.11269727
806	54.08822688
807	54.06226219
808	54.05733836
809	54.01448749
810	53.99499226
811	53.99059136
812	53.97835315
813	53.93646971
814	53.88433406
815	53.85674423
816	53.84134904
817	53.81629238
818	53.81376676
819	53.79869741
820	53.78994859
821	53.78814028
822	53.77197797
823	53.74075973
824	53.71530124
825	53.69843771
826	53.62215752
827	53.59783565
828	53.58699737
829	53.55670934
830	53.54496053
831	53.53412805
832	53.48559893
833	53.47157162
834	53.43939761
835	53.39773402
836	53.38072625
837	53.37019959
838	53.35947042
839	53.34041879
840	53.32751295
841	53.28419174
842	53.25800588
843	53.23728549
844	53.23517707
845	53.22243475
846	53.19633533
847	53.18197341
848	53.16707349
849	53.15322364
850	53.13819711
851	53.11391038
852	53.09073437
853	53.06197722
854	53.0581743
855	53.03858068
856	53.02254176
857	52.98965605
858	52.96743763
859	52.95106796
860	52.91896088
861	52.84380343
862	52.80783519
863	52.78560666
864	52.75898098
865	52.73230508
866	52.71599201
867	52.70940396
868	52.68546021
869	52.66812046
870	52.64893953
871	52.63546695
872	52.62208274
873	52.60452843
874	52.57557853
875	52.5580152
876	52.50368033
877	52.48886616
878	52.46794114
879	52.4542327
880	52.42079257
881	52.40262413
882	52.36988968
883	52.35410422
884	52.34599128
885	52.33136314
886	52.3104848
887	52.2951338
888	52.26570291
889	52.25318866
890	52.21175267
891	52.19298708
892	52.17798326
893	52.15417032
894	52.13429213
895	52.12120055
896	52.10447297
897	52.07790322
898	52.05480753
899	52.03857472
900	51.99880867
901	51.96962919
902	51.95322049
903	51.94203994
904	51.91063798
905	51.88902983
906	51.87647461
907	51.86434035
908	51.85289101
909	51.83270171
910	51.82086535
911	51.79973143
912	51.78111636
913	51.76619847
914	51.75456286
915	51.74284414
916	51.72704454
917	51.7120078
918	51.69942922
919	51.67495501
920	51.6563754
921	51.63915505
922	51.61366597
923	51.60314503
924	51.59978474
925	51.57788961
926	51.56573509
927	51.5467754
928	51.53098686
929	51.49323789
930	51.4802868
931	51.46755886
932	51.45044938
933	51.43195218
934	51.38259904
935	51.35716848
936	51.35030525
937	51.33128702
938	51.31850038
939	51.30830078
940	51.29132757
941	51.25706942
942	51.23822348
943	51.22808803
944	51.22033977
945	51.18683288
946	51.17470429
947	51.15055366
948	51.13288541
949	51.11111483
950	51.09942683
951	51.09368778
952	51.06661464
953	51.04882735
954	51.03468322
955	51.01860094
956	51.01377871
957	51.01308972
958	50.99535239
959	50.95861806
960	50.93954661
961	50.91993594
962	50.88903257
963	50.8701813
964	50.84155941
965	50.82099626
966	50.81165626
967	50.79336023
968	50.7805868
969	50.76351328
970	50.74150202
971	50.72144175
972	50.69468056
973	50.68073235
974	50.65968056
975	50.64817605
976	50.61395911
977	50.59843659
978	50.57407258
979	50.56136066
980	50.53752352
981	50.52804734
982	50.51415738
983	50.48993704
984	50.4555537
985	50.42850704
986	50.4188716
987	50.39853612
988	50.38582114
989	50.36894464
990	50.35314352
991	50.34092251
992	50.32529844
993	50.30121045
994	50.28498069
995	50.25559725
996	50.23869059
997	50.23453119
998	50.21072307
999	50.19293307
