iter	Passed	Remaining
212	720	2662
213	723	2656
214	726	2650
215	728	2644
216	730	2637
217	733	2631
218	735	2624
219	738	2619
220	741	2614
221	743	2607
222	746	2600
223	748	2594
224	751	2588
225	754	2583
226	757	2578
227	759	2572
228	762	2565
229	764	2559
230	766	2553
231	770	2550
232	773	2545
233	775	2539
234	778	2534
235	780	2528
236	783	2521
237	785	2516
238	789	2512
239	792	2510
240	795	2504
241	797	2498
242	800	2493
243	803	2488
244	806	2484
245	808	2478
246	811	2472
247	813	2466
248	816	2461
249	818	2455
250	822	2453
251	825	2449
252	828	2444
253	830	2439
254	833	2436
255	836	2432
256	839	2426
257	841	2420
258	844	2415
259	846	2409
260	849	2405
261	852	2401
262	855	2396
263	857	2390
264	859	2384
265	862	2379
266	865	2375
267	868	2371
268	870	2365
269	873	2360
270	875	2354
271	877	2349
272	881	2347
273	884	2344
274	887	2340
275	890	2334
276	892	2329
277	894	2324
278	897	2320
279	900	2316
280	903	2311
281	905	2306
282	908	2301
283	911	2297
284	913	2291
285	915	2286
286	918	2281
287	920	2276
288	923	2270
289	925	2266
290	929	2264
291	932	2260
292	934	2254
293	936	2249
294	939	2244
295	942	2241
296	946	2241
297	950	2238
298	953	2235
299	957	2234
300	962	2234
301	965	2231
302	968	2227
303	972	2225
304	975	2223
305	980	2223
306	984	2222
307	987	2218
308	990	2216
309	994	2213
310	997	2210
311	1001	2207
312	1003	2203
313	1007	2200
314	1009	2196
315	1013	2193
316	1016	2189
317	1019	2186
318	1022	2183
319	1026	2181
320	1029	2177
321	1032	2173
322	1034	2169
323	1037	2164
324	1041	2162
325	1044	2158
326	1046	2154
327	1049	2150
328	1052	2146
329	1056	2144
330	1059	2141
331	1062	2136
332	1064	2131
333	1066	2126
334	1068	2121
335	1071	2117
336	1074	2113
337	1076	2108
338	1079	2103
339	1081	2098
340	1083	2094
341	1086	2089
342	1089	2086
343	1092	2082
344	1094	2078
345	1096	2073
346	1099	2068
347	1101	2063
348	1103	2059
349	1106	2054
350	1108	2050
351	1111	2045
352	1113	2040
353	1115	2036
354	1118	2032
355	1121	2028
356	1123	2023
357	1125	2018
358	1128	2014
359	1130	2009
360	1133	2005
361	1136	2003
362	1139	2000
363	1142	1996
364	1144	1991
365	1147	1987
366	1150	1984
367	1153	1980
368	1155	1976
369	1158	1973
370	1161	1969
371	1163	1964
372	1166	1961
373	1169	1957
374	1171	1952
375	1173	1947
376	1175	1943
377	1178	1938
378	1180	1934
379	1183	1931
380	1186	1927
381	1189	1924
382	1191	1919
383	1193	1915
384	1196	1910
385	1198	1906
386	1200	1901
387	1203	1897
388	1205	1893
389	1207	1888
390	1210	1885
391	1213	1882
392	1216	1879
393	1219	1875
394	1221	1870
395	1223	1866
396	1225	1861
397	1227	1857
398	1230	1853
399	1233	1849
400	1235	1845
401	1237	1840
402	1239	1836
403	1241	1831
404	1244	1827
405	1246	1823
406	1248	1819
407	1250	1815
408	1253	1811
409	1256	1807
410	1258	1803
411	1260	1799
412	1263	1795
413	1265	1791
414	1267	1786
415	1270	1783
416	1272	1778
417	1274	1773
418	1276	1769
419	1278	1765
420	1280	1761
421	1282	1756
422	1284	1752
423	1286	1748
424	1289	1744
425	1291	1740
426	1293	1736
427	1296	1732
428	1299	1729
429	1301	1725
430	1303	1721
431	1305	1716
432	1308	1713
433	1310	1709
434	1313	1706
435	1315	1702
436	1317	1697
437	1320	1693
438	1322	1689
439	1324	1686
440	1327	1682
441	1330	1679
442	1332	1675
443	1334	1671
444	1336	1667
445	1339	1663
446	1341	1660
447	1345	1657
448	1347	1653
449	1350	1650
450	1352	1646
451	1354	1641
452	1357	1638
453	1359	1635
454	1361	1631
455	1363	1627
456	1366	1623
457	1368	1619
458	1370	1615
459	1373	1612
460	1375	1608
461	1377	1604
462	1379	1600
463	1382	1596
464	1384	1592
465	1386	1588
466	1389	1585
467	1392	1582
468	1394	1579
469	1397	1575
470	1399	1571
471	1401	1567
472	1403	1564
473	1406	1560
474	1408	1556
475	1410	1552
476	1412	1549
477	1415	1545
478	1417	1541
479	1420	1539
480	1423	1535
481	1425	1532
482	1427	1528
483	1430	1524
484	1432	1520
485	1434	1517
486	1437	1514
487	1439	1510
488	1441	1506
489	1443	1502
490	1446	1499
491	1448	1496
492	1451	1492
493	1454	1489
494	1456	1485
495	1458	1481
496	1460	1478
497	1462	1474
498	1464	1470
499	1467	1467
500	1469	1464
501	1472	1460
502	1474	1456
503	1476	1453
504	1478	1449
505	1480	1445
506	1483	1442
507	1486	1439
508	1488	1436
509	1491	1432
510	1493	1428
511	1495	1425
512	1497	1421
513	1500	1418
514	1502	1415
515	1504	1411
516	1507	1408
517	1509	1404
518	1511	1400
519	1513	1397
520	1516	1394
521	1518	1390
522	1521	1387
523	1523	1384
524	1525	1380
525	1527	1376
526	1530	1373
527	1533	1370
528	1535	1367
529	1537	1363
530	1540	1360
531	1542	1357
532	1545	1354
533	1548	1351
534	1550	1348
535	1553	1344
536	1555	1340
537	1557	1337
538	1559	1334
539	1562	1330
540	1565	1327
541	1567	1324
542	1569	1321
543	1571	1317
544	1573	1314
545	1576	1310
546	1578	1307
547	1580	1303
548	1582	1300
549	1584	1296
550	1587	1293
551	1589	1289
552	1591	1286
553	1594	1283
554	1598	1281
555	1601	1278
556	1603	1275
557	1606	1272
558	1608	1269
559	1611	1266
560	1614	1263
561	1616	1259
562	1618	1256
563	1621	1253
564	1623	1249
565	1626	1247
566	1629	1244
567	1633	1242
568	1635	1238
569	1639	1236
570	1641	1233
571	1644	1230
572	1646	1227
573	1648	1223
574	1650	1220
575	1653	1217
576	1655	1213
577	1658	1210
578	1660	1207
579	1663	1204
580	1665	1200
581	1667	1197
582	1670	1194
583	1673	1191
584	1675	1188
585	1677	1185
586	1679	1181
587	1682	1178
588	1686	1176
589	1689	1173
590	1691	1170
591	1694	1167
592	1697	1164
593	1699	1161
594	1701	1158
595	1703	1154
596	1706	1152
597	1708	1148
598	1711	1145
599	1713	1142
600	1716	1139
601	1718	1136
602	1720	1132
603	1723	1129
604	1725	1126
605	1727	1123
606	1730	1120
607	1732	1116
608	1734	1113
609	1737	1110
610	1740	1107
611	1742	1104
612	1744	1101
613	1747	1098
614	1749	1095
615	1751	1091
616	1754	1088
617	1756	1085
618	1759	1082
619	1761	1079
620	1763	1076
621	1765	1073
622	1768	1070
623	1770	1066
624	1772	1063
625	1775	1060
626	1777	1057
627	1779	1054
628	1781	1050
629	1783	1047
630	1786	1044
631	1788	1041
632	1790	1038
633	1792	1035
634	1795	1031
635	1797	1028
636	1799	1025
637	1802	1022
638	1805	1020
639	1808	1017
640	1811	1014
641	1813	1011
642	1816	1008
643	1820	1006
644	1824	1004
645	1827	1001
646	1830	998
647	1836	997
648	1839	994
649	1843	992
650	1846	989
651	1852	988
652	1856	986
653	1859	983
654	1862	980
655	1865	978
656	1868	975
657	1871	972
658	1874	969
659	1877	967
660	1880	964
661	1884	962
662	1887	959
663	1890	956
664	1893	953
665	1896	951
666	1899	948
667	1903	946
668	1906	943
669	1909	940
670	1912	937
671	1916	935
672	1919	932
673	1922	930
674	1925	927
675	1928	924
676	1930	921
677	1933	918
678	1935	915
679	1938	912
680	1940	909
681	1944	906
682	1946	903
683	1949	900
684	1952	897
685	1954	894
686	1957	891
687	1960	888
688	1963	886
689	1965	883
690	1968	880
691	1971	877
692	1974	874
693	1977	872
694	1980	869
695	1983	866
696	1986	863
697	1989	860
698	1992	857
699	1995	855
700	1998	852
701	2001	849
702	2003	846
703	2006	843
704	2008	840
705	2011	837
706	2014	834
707	2018	832
708	2022	830
709	2027	828
710	2029	825
711	2032	821
712	2034	818
713	2036	815
714	2039	812
715	2041	809
716	2044	806
717	2045	803
718	2047	800
719	2049	797
720	2051	793
721	2054	790
722	2056	787
723	2058	784
724	2060	781
725	2061	778
726	2063	775
727	2065	771
728	2067	768
729	2069	765
730	2072	762
731	2074	759
732	2076	756
733	2078	753
734	2080	750
735	2082	747
736	2085	744
737	2088	741
738	2090	738
739	2092	735
740	2094	732
741	2097	729
742	2099	726
743	2101	723
744	2104	720
745	2107	717
746	2109	714
747	2111	711
748	2114	708
749	2116	705
750	2119	702
751	2122	700
752	2124	696
753	2126	693
754	2128	690
755	2130	687
756	2133	684
757	2135	681
758	2138	678
759	2140	675
760	2142	672
761	2144	669
762	2146	666
763	2149	663
764	2151	660
765	2153	657
766	2155	654
767	2156	651
768	2158	648
769	2160	645
770	2163	642
771	2165	639
772	2167	636
773	2169	633
774	2171	630
775	2173	627
776	2175	624
777	2177	621
778	2179	618
779	2181	615
780	2184	612
781	2186	609
782	2188	606
783	2190	603
784	2192	600
785	2193	597
786	2195	594
787	2197	591
788	2200	588
789	2202	585
790	2204	582
791	2206	579
792	2208	576
793	2210	573
794	2212	570
795	2214	567
796	2216	564
797	2218	561
798	2221	558
799	2223	555
800	2225	552
801	2227	550
802	2230	547
803	2232	544
804	2235	541
805	2237	538
806	2239	535
807	2241	532
808	2243	529
809	2246	526
810	2248	523
811	2250	521
812	2253	518
813	2255	515
814	2257	512
815	2259	509
816	2262	506
817	2264	503
818	2266	501
819	2269	498
820	2271	495
821	2273	492
822	2275	489
823	2278	486
824	2280	483
825	2283	480
826	2285	478
827	2287	475
828	2289	472
829	2291	469
830	2294	466
831	2297	463
832	2299	460
833	2301	458
834	2303	455
835	2305	452
836	2308	449
837	2310	446
838	2314	444
839	2316	441
840	2319	438
841	2321	435
842	2323	432
843	2326	430
844	2329	427
845	2331	424
846	2333	421
847	2336	418
848	2338	415
849	2340	413
850	2343	410
851	2345	407
852	2347	404
853	2349	401
854	2351	398
855	2354	396
856	2357	393
857	2359	390
858	2362	387
859	2364	384
860	2366	382
861	2368	379
862	2371	376
863	2374	373
864	2377	371
865	2379	368
866	2381	365
867	2383	362
868	2386	359
869	2389	357
870	2392	354
871	2394	351
872	2396	348
873	2398	345
874	2401	343
875	2403	340
876	2405	337
877	2408	334
878	2411	331
879	2413	329
880	2416	326
881	2419	323
882	2421	320
883	2424	318
884	2426	315
885	2428	312
886	2431	309
887	2433	306
888	2435	304
889	2437	301
890	2439	298
891	2441	295
892	2444	292
893	2446	290
894	2448	287
895	2450	284
896	2453	281
897	2455	278
898	2458	276
899	2460	273
900	2462	270
901	2465	267
902	2467	265
903	2471	262
904	2473	259
905	2475	256
906	2478	254
907	2480	251
908	2483	248
909	2485	245
910	2488	243
911	2490	240
912	2492	237
913	2494	234
914	2496	231
915	2499	229
916	2502	226
917	2504	223
918	2507	221
919	2509	218
920	2512	215
921	2514	212
922	2516	209
923	2520	207
924	2523	204
925	2525	201
926	2527	199
927	2530	196
928	2532	193
929	2535	190
930	2537	188
931	2539	185
932	2541	182
933	2543	179
934	2546	176
935	2548	174
936	2551	171
937	2553	168
938	2555	166
939	2557	163
940	2560	160
941	2562	157
942	2566	155
943	2568	152
944	2570	149
945	2573	146
946	2575	144
947	2577	141
948	2580	138
949	2582	135
950	2584	133
951	2587	130
952	2589	127
953	2591	124
954	2594	122
955	2597	119
956	2600	116
957	2602	114
958	2607	111
959	2610	108
960	2612	106
961	2615	103
962	2617	100
963	2619	97
964	2622	95
965	2624	92
966	2626	89
967	2629	86
968	2631	84
969	2633	81
970	2635	78
971	2638	75
972	2640	73
973	2642	70
974	2645	67
975	2647	65
976	2649	62
977	2651	59
978	2654	56
979	2656	54
980	2659	51
981	2661	48
982	2663	46
983	2665	43
984	2667	40
985	2670	37
986	2672	35
987	2675	32
988	2677	29
989	2679	27
990	2681	24
991	2684	21
992	2686	18
993	2688	16
994	2690	13
995	2693	10
996	2695	8
997	2698	5
998	2700	2
999	2702	0
