iter	RMSE
445	148.4515041
446	148.3336986
447	148.2622489
448	148.1665288
449	148.0773631
450	148.0309643
451	147.9620767
452	147.916352
453	147.8603693
454	147.8162533
455	147.7316225
456	147.6993742
457	147.6193032
458	147.5203169
459	147.4678939
460	147.4169085
461	147.307916
462	147.2313019
463	147.2021406
464	147.1151071
465	147.0291075
466	146.9188642
467	146.8460526
468	146.7683667
469	146.7069861
470	146.607144
471	146.5095197
472	146.4312265
473	146.3455814
474	146.2309172
475	146.143498
476	146.0804789
477	145.9998861
478	145.9016214
479	145.8505024
480	145.7856062
481	145.7210925
482	145.6022692
483	145.5448628
484	145.494431
485	145.4546312
486	145.3758381
487	145.3073
488	145.2692182
489	145.1607445
490	145.0687126
491	145.0174182
492	144.9549865
493	144.8548197
494	144.8009325
495	144.6904313
496	144.6544721
497	144.580221
498	144.4905315
499	144.432763
500	144.3480301
501	144.2977109
502	144.2426113
503	144.1499444
504	144.0474036
505	143.9597667
506	143.8816712
507	143.8187743
508	143.7296348
509	143.6694221
510	143.6304768
511	143.5814077
512	143.5248805
513	143.4782163
514	143.4026743
515	143.3585152
516	143.2988415
517	143.2477192
518	143.1936758
519	143.135905
520	143.0687316
521	143.0177208
522	142.9704579
523	142.9017125
524	142.810651
525	142.7044249
526	142.6469598
527	142.5731936
528	142.5282497
529	142.4478708
530	142.3470435
531	142.2984025
532	142.2196717
533	142.1431618
534	142.083557
535	142.0218306
536	141.9323479
537	141.8704288
538	141.7708864
539	141.6976747
540	141.5721107
541	141.4729391
542	141.4253817
543	141.3886368
544	141.3454134
545	141.2885966
546	141.189502
547	141.1019079
548	141.0277502
549	140.9563676
550	140.8612709
551	140.8185162
552	140.7415936
553	140.676298
554	140.6081818
555	140.5523817
556	140.500487
557	140.4319727
558	140.3858455
559	140.337199
560	140.2856998
561	140.2210013
562	140.1695509
563	140.1104758
564	140.0538888
565	140.0069083
566	139.9326742
567	139.8608378
568	139.7948242
569	139.7144379
570	139.6686771
571	139.5828893
572	139.4354522
573	139.3872622
574	139.3069687
575	139.266142
576	139.2078247
577	139.1637151
578	139.1056938
579	139.0546448
580	139.007032
581	138.9782687
582	138.9401432
583	138.8693624
584	138.8064665
585	138.7439016
586	138.6831829
587	138.6230346
588	138.5506007
589	138.489882
590	138.4268533
591	138.3733959
592	138.3189373
593	138.281374
594	138.2329895
595	138.1868157
596	138.1224782
597	138.1097219
598	138.0544409
599	138.0239684
600	137.9507031
601	137.8947825
602	137.8772063
603	137.838022
604	137.7992207
605	137.7521409
606	137.6857242
607	137.6466219
608	137.603566
609	137.5427062
610	137.4787429
611	137.4321137
612	137.3412523
613	137.2542318
614	137.1738119
615	137.1120064
616	137.0639673
617	137.0073972
618	136.9660177
619	136.8524366
620	136.7893411
621	136.729344
622	136.6576142
623	136.5963082
624	136.5271195
625	136.4801988
626	136.4590914
627	136.3835375
628	136.3380727
629	136.3309944
630	136.2880608
631	136.2070224
632	136.1606514
633	136.0962184
634	136.0600317
635	136.0231161
636	135.9716799
637	135.9030982
638	135.8642783
639	135.82102
640	135.7643892
641	135.6637749
642	135.5700072
643	135.5335947
644	135.4695639
645	135.4174565
646	135.3729047
647	135.3263365
648	135.3193073
649	135.2482669
650	135.1675499
651	135.0680815
652	135.015675
653	134.973996
654	134.9404887
655	134.8880864
656	134.8420482
657	134.7560558
658	134.6800745
659	134.6380281
660	134.5799682
661	134.5261676
662	134.440115
663	134.3832773
664	134.3356431
665	134.3187796
666	134.3152882
667	134.2662067
668	134.2299728
669	134.1986016
670	134.1555379
671	134.0969877
672	134.0435657
673	134.0042437
674	133.9335273
675	133.8884376
676	133.757742
677	133.6944006
678	133.6049378
679	133.5800863
680	133.5218455
681	133.459189
682	133.3995637
683	133.3127425
684	133.2544778
685	133.2064262
686	133.1553087
687	133.101044
688	133.0493516
689	133.0045863
690	133.0027331
691	132.9577898
692	132.9287705
693	132.8869545
694	132.8201238
695	132.7810299
696	132.714488
697	132.713575
698	132.6713712
699	132.6507636
700	132.6107692
701	132.5627256
702	132.5077873
703	132.4416908
704	132.3697971
705	132.333384
706	132.2346965
707	132.1317098
708	132.0978485
709	132.0547746
710	131.9970276
711	131.9494473
712	131.8784816
713	131.8222054
714	131.7170605
715	131.6580826
716	131.5999454
717	131.5632074
718	131.4675946
719	131.4320938
720	131.369192
721	131.2859585
722	131.258552
723	131.1990198
724	131.1451539
725	131.0950251
726	131.0652084
727	131.0325483
728	130.9855255
729	130.9492932
730	130.8920895
731	130.8497928
732	130.8090864
733	130.7753683
734	130.7318816
735	130.6742092
736	130.6148392
737	130.5685967
738	130.525808
739	130.4907188
740	130.410649
741	130.3740012
742	130.3305401
743	130.3286396
744	130.256101
745	130.1838951
746	130.1395281
747	130.0810613
748	130.0416785
749	129.9836171
750	129.9186491
751	129.8983213
752	129.8386276
753	129.8046321
754	129.7787466
755	129.7304028
756	129.6809903
757	129.6229972
758	129.5737587
759	129.5643457
760	129.5037313
761	129.4814606
762	129.4495693
763	129.3860638
764	129.3482453
765	129.3199722
766	129.2581563
767	129.200342
768	129.1619338
769	129.1172658
770	129.0236571
771	128.9849488
772	128.9293794
773	128.8408253
774	128.8165819
775	128.7805889
776	128.7071622
777	128.6309288
778	128.5746436
779	128.5003795
780	128.480626
781	128.4668111
782	128.4579839
783	128.41966
784	128.3723102
785	128.3288518
786	128.299111
787	128.2610538
788	128.2433545
789	128.1933781
790	128.1617315
791	128.0844428
792	128.067608
793	128.0064061
794	127.9981752
795	127.9885992
796	127.987528
797	127.9601586
798	127.9280202
799	127.8550561
800	127.8116337
801	127.7790588
802	127.7237557
803	127.683993
804	127.6477404
805	127.5912883
806	127.5786156
807	127.5704112
808	127.5554414
809	127.5248036
810	127.494672
811	127.4607516
812	127.4198613
813	127.3884096
814	127.3741856
815	127.3027774
816	127.2690041
817	127.2636145
818	127.2551586
819	127.2119311
820	127.2112344
821	127.1842948
822	127.1261954
823	127.0546015
824	127.0138755
825	126.9603791
826	126.9042219
827	126.8673672
828	126.817383
829	126.784706
830	126.6755098
831	126.6209771
832	126.5709205
833	126.5396611
834	126.5032186
835	126.4827624
836	126.4179442
837	126.4151122
838	126.3505
839	126.2381033
840	126.2045053
841	126.171838
842	126.1470481
843	126.1350243
844	126.1162172
845	126.0594118
846	126.01386
847	125.9964358
848	125.9699652
849	125.8863078
850	125.8502293
851	125.7973138
852	125.7883056
853	125.7647961
854	125.721622
855	125.6582553
856	125.6048241
857	125.5693287
858	125.5220757
859	125.4625584
860	125.4341054
861	125.3637709
862	125.3054394
863	125.248985
864	125.1803413
865	125.1230514
866	125.0989684
867	125.0764252
868	125.0273996
869	124.9873759
870	124.9327214
871	124.8931666
872	124.8642998
873	124.821227
874	124.8085253
875	124.8042989
876	124.7663593
877	124.7319931
878	124.6650333
879	124.6422304
880	124.6359664
881	124.5899745
882	124.5496432
883	124.4911803
884	124.4276723
885	124.3528216
886	124.3043466
887	124.2681213
888	124.2512988
889	124.1750382
890	124.1249117
891	124.111189
892	124.0626303
893	124.0279657
894	124.0198685
895	124.0193854
896	123.9486014
897	123.8883777
898	123.8650107
899	123.8075959
900	123.7781642
901	123.7080832
902	123.6738226
903	123.6470721
904	123.5604976
905	123.5369228
906	123.4724812
907	123.4383128
908	123.3932122
909	123.3412978
910	123.3283772
911	123.2642691
912	123.2381917
913	123.2077021
914	123.1752224
915	123.1130242
916	123.0612303
917	123.0536253
918	123.0296931
919	122.9932582
920	122.9715139
921	122.9671454
922	122.937437
923	122.8958006
924	122.8570577
925	122.8427484
926	122.7980104
927	122.7532943
928	122.6656132
929	122.5916908
930	122.553354
931	122.5171092
932	122.4866945
933	122.4556107
934	122.4389994
935	122.3890104
936	122.3518726
937	122.3511896
938	122.2907071
939	122.2672431
940	122.2118324
941	122.2085485
942	122.1684851
943	122.1413608
944	122.1144697
945	122.0613245
946	122.0262274
947	121.990965
948	121.9368692
949	121.9209904
950	121.8588121
951	121.8243001
952	121.8099362
953	121.7288219
954	121.7282686
955	121.6746563
956	121.5913889
957	121.5506646
958	121.4998274
959	121.4709233
960	121.4474986
961	121.420989
962	121.3906139
963	121.3844383
964	121.36501
965	121.3011954
966	121.2798919
967	121.2492204
968	121.204411
969	121.1761563
970	121.1392282
971	121.0898831
972	121.0892012
973	121.054861
974	121.054014
975	120.9793766
976	120.9415819
977	120.9384621
978	120.8630215
979	120.8034474
980	120.7781408
981	120.7147325
982	120.6867057
983	120.666715
984	120.6142927
985	120.5990684
986	120.5283333
987	120.4876714
988	120.4459459
989	120.4314364
990	120.4038937
991	120.4001037
992	120.3351362
993	120.3056347
994	120.2764689
995	120.2312745
996	120.2086499
997	120.1222577
998	120.1054061
999	120.1047968
